Sport,Country,Home_team,Venue,Coor,Scraped_value,Scraped_value_team
Volleyball,Greece,Panathinaikos W,Mets Indoor Hall (Athens),"[37.964062185128874, 23.73991243918795]",,
Volleyball,Greece,Thira W,DAPPOS Indoor Hall (Santorini),"[36.4079496316499, 25.440244083311228]",,
Volleyball,Greece,AONS Milon W,Milon Indoor Hall (Nea Smyrni),"[37.942420007989405, 23.710143441112702]",,
Volleyball,Hungary,Dunaferr,Dunaferr Sportcsarnok (Dunaújváros),"[46.95539054175667, 18.949042253058963]",,
Volleyball,Hungary,Debrecen,DESOK Sports Hall (Debrecen),"[47.555633027917544, 21.618315445389804]",,
Volleyball,Hungary,TFSE,TF Tüskecsarnok (Budapest),"[47.471632276305634, 19.057780889833953]",,
Volleyball,Hungary,Penzugyor,Pénzügyőr Sportcsarnok (Budapest),"[47.46764547940555, 19.127272897263868]",,
Volleyball,Hungary,Vegyesz,Don Bosco Sportközpont (Kazincbarcika),"[48.254839149999995, 20.62219449623636]",,
Volleyball,Hungary,MAFC,Gabányi László Sportcsarnok (Budapest),"[47.466300700000005, 19.048509464373684]",,
Volleyball,Hungary,Fino Kaposvar SE,Kaposvár Aréna (Kaposvár),"[46.369449599999996, 17.793981636461425]",,
Volleyball,Hungary,MAV Elore SC,VOK Sportcsarnok (Székesfehérvár),"[47.205639825659574, 18.437264781906713]",,
Volleyball,Hungary,Szegedi,Etelka sori Sportcsarnok (Szeged),"[46.26030151470801, 20.171831854587076]",,
Volleyball,Hungary,Miskolc,Generali Aréna (Miskolc),"[48.0963182, 20.787355575985956]",,
Volleyball,Hungary,Kecskemeti RC,Messzi István Sportcsarnok (Kecskemét),"[46.9012569, 19.674508448802914]",,
Volleyball,Hungary,Dagi,Oszuska Miklós Sportcsarnok (Dág),"[47.66846435, 18.717895619082363]",,
Volleyball,Hungary,Hungary U19 W,,
Volleyball,Hungary,Vasas W,Folyondár Sportcsarnok (Budapest),"[47.534365555262, 19.029902139594544]",,
Volleyball,Hungary,Ujpest W,UTE Szilágyi út Sportcsarnok (Budapest),"[47.572956836648835, 19.11209641356368]",,
Volleyball,Hungary,Nyiregyhaza W,Continental Aréna (Nyíregyháza),"[47.956916050000004, 21.72278672204768]",,
Volleyball,Hungary,SZBBRA W,Balatonfüredi Szabadidő és Konferenciaközpont (Balatonfüred),"[46.95104246806297, 17.87747337327972]",,
Volleyball,Hungary,MAV Elore SC W,VOK Sportcsarnok (Székesfehérvár),"[47.205639825659574, 18.437264781906713]",,
Volleyball,Hungary,KNRC W,Kaposvár Aréna (Kapuvár),"[46.36941880968175, 17.794035966523335]",,
Volleyball,Hungary,Bekescsabai W,Városi Sportcsarnok (Békéscsaba),"[46.682414800000004, 21.11331676850893]",,
Volleyball,Hungary,Vasas 2 W,Folyondár Sportcsarnok (Budapest),"[47.534365555262, 19.029902139594544]",,
Volleyball,Hungary,Emericus W,Törökbálinti Sportközpont (Törökbálint),"[47.441102144246834, 18.897076555616103]",,
Volleyball,Iceland,Hamar,Hamar Sports Hall (Hveragerði),"[]",,
Volleyball,Iceland,Volsungur,Húsavík Sports Hall (Húsavík),"[]",,
Volleyball,Iceland,HK Kopavogur,Digranes Sports Hall (Kópavogur),"[]",,
Volleyball,Iceland,Throttur Nes,Neskaupstaður Sports Hall (Neskaupstaður),"[]",,
Volleyball,Iceland,Vestri,Íþróttarhúsið á Torfnesi (Ísafjörður),"[]",,
Volleyball,Iceland,Throttur Reykjavik,Laugardalshöll Sport Center (Reykjavík),"[]",,
Volleyball,Iceland,KA Akureyri,KA Sports Hall (Akureyri),"[]",,
Volleyball,Iceland,Afturelding,Varmá Sports Hall (Mosfellsbær),"[]",,
Volleyball,Iceland,HK Kopavogur W,Digranes Sports Hall (Kópavogur),"[]",,
Volleyball,Iceland,Afturelding W,Varmá Sports Hall (Mosfellsbær),"[]",,
Volleyball,Iceland,KA Akureyri W,KA Sports Hall (Akureyri),"[]",,
Volleyball,Iceland,Throttur Reykjavik W,Laugardalshöll Sport Center (Reykjavík),"[]",,
Volleyball,Iceland,Alftanes W,Íþróttamiðstöð Álftaness (Álftanes),"[]",,
Volleyball,Iceland,Throttur Nes W,Neskaupstaður Sports Hall (Neskaupstaður),"[]",,
Volleyball,Iceland,Volsungur W,Húsavík Sports Hall (Húsavík),"[]",,
Volleyball,Italy,Cantu,PalaFrancescucci (Cantù),"[]",,
Volleyball,Italy,Cuneo Volley,PalaUbiBanca (Cuneo),"[44.36200855, 7.512842355916479]",,
Volleyball,Italy,Porto Viro,Palasport di Porto Viro (Porto Viro),"[]",,
Volleyball,Italy,Siena,PalaEstra (Siena),"[]",,
Volleyball,Italy,Pordenone,Palasport di Cordenons (Pordenone),"[]",,
Volleyball,Italy,Palmi,PalaSurace (Palmi),"[]",,
Volleyball,Italy,Ravenna,PalaCosta (Ravenna),"[]",,
Volleyball,Italy,Aversa,PalaJacazzi (Aversa),"[]",,
Volleyball,Italy,Pineto,PalaVolley S. Maria (Pineto),"[42.6109058, 14.049337752791754]",,
Volleyball,Italy,Reggio Emilia,PalaBigi (Reggio Emilia),"[]",,
Volleyball,Italy,Saturnia Acicastello,PalaCatania (Catania),"[37.50318625, 15.05615421061323]",,
Volleyball,Italy,Virtus Volley Fano,PalaTrave (Fano),"[]",,
Volleyball,Italy,Brescia,PalaGeorge (Montichiari),"[45.4127959, 10.407786795701254]",,
Volleyball,Italy,Macerata,Banca Macerata Forum (Macerata),"[43.2944672, 13.44173274641938]",,
Volleyball,Italy,Vallefoglia W,Palasport di Urbino (Urbino),"[43.7716911, 12.93792016717921]",,
Volleyball,Italy,Novara W,PalaIgor Gorgonzola (Novara),"[]",,
Volleyball,Italy,Cuneo W,PalaUbiBanca (Cuneo),"[44.36200855, 7.512842355916479]",,
Volleyball,Italy,Talmassons W,Palasport di Lignano Sabbiadoro (Talmassons),"[]",,
Volleyball,Italy,Bergamo W,PalaIntred (Bergamo),"[]",,
Volleyball,Italy,Pinerolo W,Palazzetto dello Sport (Pinerolo),"[44.89102175, 7.350160450000001]",,
Volleyball,Italy,Chieri '76 W,PalaFenera (Chieri),"[]",,
Volleyball,Italy,Conegliano W,PalaVerde (Villorba),"[45.7241378953263, 12.262616946443183]",,  --- coordinaten goed
Volleyball,Italy,Roma W,PalaEur (Rome),"[41.825263, 12.466575071118967]",,
Volleyball,Italy,Scandicci W,PalaRialdoli (Scandicci),"[]",,
Volleyball,Italy,Perugia W,PalaBarton (Perugia),"[43.11046665, 12.35783955]",,
Volleyball,Italy,Firenze W,Mandela Forum (Florence),"[43.7768491, 11.283148578533059]",,
Volleyball,Italy,UYBA Busto Arsizio W,PalaYamamay (Busto Arsizio),"[45.59869545, 8.86627536391732]",,
Volleyball,Italy,Vero Volley W,Arena di Monza (Monza),"[45.5854242, 9.309102436907951]",,
Volleyball,Latvia,Piejura,Olimpiskais centrs Limbaži (Limbaži),"[]",,
Volleyball,Latvia,Daugavpils/Ezerzeme 2,Daugavpils Olympic Center (Daugavpils),"[]",,
Volleyball,Latvia,Augsdaugava,Daugavpils BJSS Sports Hall (Daugavpils),"[]",,
Volleyball,Latvia,Biolars/Olaine,Olaine Sports Hall (Olaine),"[]",,
Volleyball,Latvia,Ventspils,Ventspils Olympic Center (Ventspils),"[]",,
Volleyball,Latvia,Aizpute,Aizpute Sports Hall (Aizpute),"[]",,
Volleyball,Latvia,Svete,Svete Sports Hall (Svēte),"[]",,
Volleyball,Latvia,Jekabpils,Jēkabpils Sports Hall (Jēkabpils),"[]",,
Volleyball,Latvia,Amber-Arlanga,Gargždų Sporto Centras (Gargždai),"[]",,
Volleyball,Latvia,Ostnieks,Riga Port Sports Hall (Riga),"[]",,
Volleyball,Latvia,Vecumnieki,Vecumnieki Sports Hall (Vecumnieki),"[]",,
Volleyball,Latvia,Ligatne,Līgatne Sports Hall (Līgatne),"[]",,
Volleyball,Latvia,RSU,Riga Stradiņš University Sports Hall (Riga),"[]",,
Volleyball,Latvia,Dubysa,Šiauliai Arena (Šiauliai),"[]",,
Volleyball,Montenegro,Akademija W,Osnovna škola Dragiša Ivanović (Podgorica),"[42.460875099999996, 19.295426927333473]",,
Volleyball,Montenegro,Bar W,Topolica Sports Hall (Bar),"[]",,
Volleyball,Montenegro,Buducnost W,Radojica Perović Sports Hall (Podgorica),"[]",,
Volleyball,Montenegro,Gimnazijalac W,Gimnazija Kotor (Kotor),"[]",,
Volleyball,Montenegro,Jedinstvo W,Sportska hala Nikoljac (Nikšić),"[]",,
Volleyball,Montenegro,Albatros,Sports Center Igalo (Igalo),"[42.457750420241055, 18.505439111978944]",,
Volleyball,Montenegro,Budva W,Sports Hall Mediteran (Budva),"[]",,
Volleyball,Montenegro,Galeb W,Topolica Sports Hall (Bar),"[]",,
Volleyball,Montenegro,Moracha W,Morača Sports Hall (Podgorica),"[]",,
Volleyball,Montenegro,Herceg Novi W,Igalo Sports Hall (Herceg Novi),"[]",,
Volleyball,Netherlands,Advisie/SSS,De Meerwaarde (Barneveld),"[52.1312585, 5.6006129]",,
Volleyball,Netherlands,Huizen,Sporthal Wolfskamer (Huizen),"[]",,
Volleyball,Netherlands,ZVH,Swanla (Zevenhuizen),"[52.0177757522709, 4.580532707999165]",,
Volleyball,Netherlands,Numidia VC Limax,Jo Gerris (Roermond),"[51.193889999999996, 6.009644112929641]",,
Volleyball,Netherlands,Groningen/Lycurgus,MartiniPlaza (Groningen),"[53.202525449999996, 6.555618210167349]",,
Volleyball,Netherlands,Sliedrecht,De Basis (Sliedrecht),"[51.827544200000006, 4.744869726004495]",,
Volleyball,Netherlands,Orion Stars,Topsporthal Achterhoek (Doetinchem),"[51.963647800000004, 6.2710352364235105]",,
Volleyball,Netherlands,Dynamo Apeldoorn,Omnisport Apeldoorn (Apeldoorn),"[]",,
Volleyball,Netherlands,Sliedrecht 3,De Basis (Sliedrecht),"[51.827544200000006, 4.744869726004495]",,
Volleyball,Netherlands,Dynamo Apeldoorn 3,Omnisport Apeldoorn (Apeldoorn),"[]",,
Volleyball,Netherlands,Sudosa-Desto,Sporthal Olympus (Assen),"[]",,
Volleyball,Netherlands,Madjoe,Sporthal de Drecht (Enkhuizen),"[]",,
Volleyball,Netherlands,Numidia VC Limax 2,Jo Gerris (Roermond),"[51.193889999999996, 6.009644112929641]",,
Volleyball,Netherlands,Pegasus,VoCASA-hal (Nijmegen),"[]",,
Volleyball,Netherlands,Sliedrecht W,De Basis (Sliedrecht),"[51.827544200000006, 4.744869726004495]",,
Volleyball,Netherlands,Apollo 8 W,de Veste (Borne),"[52.299684400000004, 6.773202166809523]",,
Volleyball,Netherlands,Dynamo Apeldoorn W,Omnisport Apeldoorn (Apeldoorn),"[]",,
Volleyball,Netherlands,Sudosa-Desto W,Sporthal Olympus (Assen),"[]",,
Volleyball,Netherlands,Summa Peelpush W,De Korref (Meijel),"[]",,
Volleyball,Netherlands,Zwolle W,Landstede Sportcentrum (Zwolle),"[52.5220246, 6.1227705]",,
Volleyball,Netherlands,Somas Activia W,Activiahal (Sint Anthonis),"[]",,
Volleyball,Netherlands,Sneek W,Sneker Sporthal (Sneek),"[]",,
Volleyball,Netherlands,VV Utrecht W,Galgenwaard Sportcentrum (Utrecht),"[52.077558499999995, 5.145270087329117]",,
Volleyball,Netherlands,VoCASA W,VoCASA-hal (Nijmegen),"[]",,
Volleyball,Netherlands,Apollo 8 2 W,de Veste (Borne),"[52.299684400000004, 6.773202166809523]",,
Volleyball,Netherlands,Keistad W,Sportcomplex Amerena (Amersfoort),"[]",,
Volleyball,Norway,Oksil,Øksilhallen (Øksil),"[]",,
Volleyball,Norway,Forde,Øyrane Arena (Førde),"[]",,
Volleyball,Norway,Tromso,Tromsøhallen (Tromsø),"[69.6759295, 18.955890689667125]",,
Volleyball,Norway,Viking,Äsane Arena (Bergen),"[60.4697691, 5.31473354252172]",,
Volleyball,Norway,NTNUI,NTNU Dragvoll Idrettssenter(Trondheim),"[]",,
Volleyball,Norway,Lierne,Liernehallen(Lierne),"[64.46079499999999, 13.599592723880598]",,
Volleyball,Norway,Koll,Kringsjåhallen (Oslo),"[59.962557, 10.732439296289353]",,
Volleyball,Norway,Randaberg,Randaberghallen (Randaberg),"[59.001992, 5.6308078018500485]",,
Volleyball,Norway,TVN,Suldalshallen (Sand),"[59.492735499999995, 6.25445575240944]",,
Volleyball,Norway,Oksil W,Øksilhallen (Øksil),"[]",,
Volleyball,Norway,Forde W,Øyrane Arena (Førde),"[]",,
Volleyball,Norway,Viking TIF W,Äsane Arena (Bergen),"[60.4697691, 5.31473354252172]",,
Volleyball,Norway,Lierne W,Liernehallen(Lierne),"[64.46079499999999, 13.599592723880598]",,
Volleyball,Norway,NTNUI Volley W,NTNU Dragvoll Idrettssenter (Trondheim),"[]",,
Volleyball,Norway,Koll W,Kringsjåhallen (Oslo),"[59.962557, 10.732439296289353]",,
Volleyball,Norway,Oslo W,Nydalen Idrettshall (Oslo),"[]",,
Volleyball,Norway,Randaberg W,Randaberghallen (Randaberg),"[59.001992, 5.6308078018500485]",,
Volleyball,Norway,TVN W,Suldalshallen (Sand),"[59.492735499999995, 6.25445575240944]",,
Volleyball,Poland,MKS Kalisz W,Hala Kalisz Arena (Kalisz),"[]",,
Volleyball,Poland,Opole W,Stegu Arena (Opole),"[50.67775755, 17.938500172312537]",,
Volleyball,Poland,Rzeszow W,Hala Podromie (Rzeszów),"[]",,
Volleyball,Poland,Radom W,RCS Radom (Radom),"[]",,
Volleyball,Poland,Mielec W,Mosir Mielec (Mielec),"[50.302298699999994, 21.43156943810181]",,
Volleyball,Poland,LKS Lodz W,Sport Arena Lodz (Łódź),"[51.7586661, 19.4242430478416]",,
Volleyball,Poland,Bielsko-Biala W,Hala IM. Z. Pietrzykowskiego (Bielsko-Biała),"[]",,
Volleyball,Poland,Wroclaw W,Hala Orbita (Wrocław),"[51.1325055, 16.9871101]",,
Volleyball,Poland,Budowlani Lodz W,Sport Arena Lodz (Łódź),"[51.7586661, 19.4242430478416]",,
Volleyball,Poland,Bydgoszcz W,Hala Luczniczka (Bydgoszcz),"[53.1190458, 18.0257982]",,
Volleyball,Poland,Chemik Police W,Netto Arena (Police),"[]",,
Volleyball,Poland,Mogilno W,Hala Mogilno Sport (Mogilno),"[]",,
Volleyball,Poland,Bialystok W,Zespół Szkół Rolniczych (Białystok),"[53.11030835, 23.20209834593377]",,
Volleyball,Poland,KSG Warszawa W,Hala Sportowa OSiR Mokotów (Warszawa),"[]",,
Volleyball,Portugal,Vitoria,Pavilhão Unidade Vimaranense (Guimarães),"[]",,
Volleyball,Portugal,Benfica,Pav. da Luz Nº 2 (Lisbon),"[]",,
Volleyball,Portugal,Castelo Maia GC,Pav. Castêlo Maia GC (Maia),"[]",,
Volleyball,Portugal,Leixoes SC,Nave Ilídio Ramos (Sra. da Hora),"[]",,
Volleyball,Portugal,Mamede,Pav. Eduardo Soares (Matosinhos),"[]",,
Volleyball,Portugal,A. J. F. Bastardo,Pav. CD Vitorino Nemesio ()Praia da Vitória,"[]",,
Volleyball,Portugal,Madalena,Pav. Mun. Atlântico da Madalena (Vila Nova de Gaia),"[]",,
Volleyball,Portugal,Viana,Pav.Mun.Santa Maria Maior (Viana do Castelo),"[]",,
Volleyball,Portugal,Gondomar,Multiusos de Gondomar (Gondomar),"[41.1348599, -8.538612]",,
Volleyball,Portugal,Sporting CP,Pav. João Rocha (Lisboa),"[38.76343095, -9.158429042801874]",,
Volleyball,Portugal,Sporting de Espinho,Nave Desportiva de Espinho (Espinho),"[40.999225800000005, -8.622224711782591]",,
Volleyball,Portugal,Academica de Espinho,Pavilhão Arquitecto Jerónimo Reis (Espinho),"[]",,
Volleyball,Portugal,Esmoriz GC,Pav. Esmoriz GC (Esmoriz),"[]",,
Volleyball,Portugal,Gueifaes,Pavilhão Municipal de Gueifães (Maia),"[]",,
Volleyball,Portugal,Vilacondense W,Pav. Parque Jogos Vila do Conde (Vila do Conte),"[]",,
Volleyball,Portugal,Leixoes W,Nave Ilídio Ramos (Sra. da Hora),"[]",,
Volleyball,Portugal,Fiaes W,Pav. Municipal de Fiães (Fiães),"[40.996430000000004, -8.531802630199131]",,
Volleyball,Portugal,Vitoria Guimaraes W,Pavilhão Unidade Vimaranense (Guimarães),"[]",,
Volleyball,Portugal,Clube Kairos W,Pavilhão do Clube Kairós (Ponta Delgada),"[]",,
Volleyball,Portugal,Braga W,AMCO Arena (Braga),"[41.5649563, -8.429548349053356]",,
Volleyball,Portugal,PV Colegio Efanor W,Pav. Colégio Efanor (Porto),"[]",,
Volleyball,Portugal,Avense 78 W,Pav. Escola Básica de S. T. Negrelos (Vila das Aves),"[]",,
Volleyball,Portugal,Castelo Maia W,Pav. Castêlo Maia GC (Maia),"[]",,
Volleyball,Portugal,Benfica W,Pav. da Luz Nº 2 (Lisbon),"[]",,
Volleyball,Portugal,FC Porto W,Dragão Arena (Porto),"[41.162668350000004, -8.581796546892658]",,
Volleyball,Portugal,Sporting W,Pav. João Rocha (Lisboa),"[38.76343095, -9.158429042801874]",,
Volleyball,Romania,Arcada Galati,Sports Hall (Galati),"[]",,
Volleyball,Romania,U. Cluj,Horia Demian Sports Hall (Cluj-Napoca),"[46.7657373, 23.564565962870674]",,
Volleyball,Romania,Brasov,Sala Sporturilor Dumitru Popescu Colibași (Brașov),"[45.6602764, 25.61795809396461]",,
Volleyball,Romania,Stiinta Baia Mare,Lascar Pana Sports Hall (Baia Mare),"[]",,
Volleyball,Romania,Unirea Dej,Sala Sporturilor (Dej),"[]",,
Volleyball,Romania,CSM Bucuresti W,Sala Polivalentă Dinamo (Bucureşti),"[44.454031650000005, 26.10407916432288]",,
Volleyball,Romania,Corona Brasov W,Sala Sporturilor Dumitru Popescu Colibași (Brașov),"[45.6602764, 25.61795809396461]",,
Volleyball,Romania,Lugoj W,Ioan Kunst-Ghermănescu (Lugoj),"[]",,
Volleyball,Romania,Rapid Bucuresti W,Sala Polivalentă Rapid (Bucureşti),"[44.45679215, 26.055872462003578]",,
Volleyball,Romania,U. Cluj W,Horia Demian Sports Hall (Cluj-Napoca),"[46.7657373, 23.564565962870674]",,
Volleyball,Romania,Voluntari W,Sala de Sport Gabriela Szabo (Voluntari),"[]",,
Volleyball,Romania,Dinamo Bucuresti W,Sala Polivalentă Dinamo (Bucureşti),"[44.454031650000005, 26.10407916432288]",,
Volleyball,Romania,Targoviste W,Sala de Sport Ioan Valerian (Târgoviște),"[]",,
Volleyball,Romania,Alba Blaj W,Alba Blaj Arena (Blaj),"[]",,
Volleyball,Serbia,Takovo,SH Breza (Gornji Milanovac),"[]",,
Volleyball,Serbia,Radnicki,Stadion Čair (Niš),"[43.3154161, 21.908903453100304]",,
Volleyball,Serbia,Jedinstvo S.P.,HS Stara Pazova (Stara Pazova),"[]",,
Volleyball,Serbia,Partizan,Aleksandar Nikolić Hala (Belgrade),"[44.8155267, 20.485039638746947]",,
Volleyball,Serbia,Nis,SC Čair (Nis),"[43.3159185, 21.9048012]",,
Volleyball,Serbia,Karadjordje Topola,O. S. Karađorđe (Topola),"[]",,
Volleyball,Serbia,Crvena zvezda,USC Voždovac (Beograd),"[]",,
Volleyball,Serbia,Dubocica,SRC Dubocica (Leskovac),"[42.9770034, 21.9512828]",,
Volleyball,Serbia,Ribnica,HS Kraljevo (Kraljevo),"[]",,
Volleyball,Serbia,Subotica,HS Dudova Suma (Subotica),"[]",,
Volleyball,Serbia,Vojvodina,SPC Vojvodina (Novi Sad),"[]",,
Volleyball,Serbia,Mladi Radnik,SC Požarevac (Požarevac),"[44.6199926, 21.1854]",,
Volleyball,Serbia,Spartak Subotica W,HS Dudova Suma (Subotica),"[]",,
Volleyball,Serbia,Ub W,HS UB (Ub),"[52.5103408, 13.330640855655066]",,
Volleyball,Serbia,Sremska M. W,Mitrovačka Gimnazija (Sremska Mitrovica),"[44.96871125, 19.610445703265057]",,
Volleyball,Serbia,Crvena zvezda W,USC Voždovac (Beograd),"[]",,
Volleyball,Serbia,Zeleznicar W,HS Lajkovac (Lajkovac),"[]",,
Volleyball,Serbia,Indjija W,SC Indjija (Inđija),"[45.0478559, 20.0807338]",,
Volleyball,Serbia,Jedinstvo S.P. W,HS Stara Pazova (Stara Pazova),"[]",,
Volleyball,Serbia,Omladinac W,HS Stara Pazova (Stara Pazova),"[]",,
Volleyball,Serbia,Partizan W,Aleksandar Nikolić Hala (Belgrade),"[44.8155267, 20.485039638746947]",,
Volleyball,Serbia,Radnicki Beograd W,SH David Kalinic (Beograd),"[]",,
Volleyball,Serbia,Tent W,SKC Obrenovac (Obrenovac),"[44.65805335, 20.199900198946956]",,
Volleyball,Slovakia,Presov,ŠH PU (Prešov),"[]",,
Volleyball,Slovakia,Tatran Banska Bystrica,ŠH ZŠ (Slovenská Ľupča),"[]",,
Volleyball,Slovakia,Komarno,MŠH Komárno (Komárno),"[]",,
Volleyball,Slovakia,Svidnik,ŠH ZŠ (Slovenská Ľupča),"[]",,
Volleyball,Slovakia,Myjava,MŠH Myjava (Myjava),"[]",,
Volleyball,Slovakia,Nitra,Nitra aréna (Nitra),"[48.32056785, 18.08687452327832]",,
Volleyball,Slovakia,VKP Bratislava,ŠH Dom športu - Nová hala (Bratislava),"[]",,
Volleyball,Slovakia,Presov W,ŠH PU (Prešov),"[]",,
Volleyball,Slovakia,UKF Nitra W,Mestská ŠH Nitra (Nitra),"[48.2994129, 18.097107887734822]",,
Volleyball,Slovakia,SVK Pezinok W,ŠH SOŠ Pezinok (Pezinok),"[]",,
Volleyball,Slovakia,VKP Bratislava W,ŠH Dom športu - Nová hala (Bratislava),"[]",,
Volleyball,Slovakia,UNIZA Zilina W,ŠH T1 Žilina (Žilina),"[]",,
Volleyball,Slovakia,Slavia Bratislava W,ŠH EUBA Bratislava (Bratislava),"[]",,
Volleyball,Slovakia,Brusno W,ŠH ZŠ (Slovenská Ľupča),"[]",,
Volleyball,Slovakia,Komarno W,MŠH Komárno (Komárno),"[]",,
Volleyball,Slovakia,UCM Trnava W,Mestská ŠH Trnava (Trnava),"[48.4118376, 17.8398159]",,
Volleyball,Slovakia,Nove Mesto nad Vahom W,Mestská ŠH Nové Mesto nad Váhom (Nové Mesto nad Váhom),"[]",,
Volleyball,Slovenia,ACH Ljubljana,Športna Dvorana Tivoli (Ljubljana),"[]",,
Volleyball,Slovenia,Calcit Kamnik,ŠD Kamnik (Kamnik),"[]",,
Volleyball,Slovenia,Salonit Anhovo,ŠD Kanal (Kanal),"[]",,
Volleyball,Slovenia,OK Maribor,OŠ Leona Štuklja (Maribor),"[46.5399086, 15.624127820877678]",,
Volleyball,Slovenia,Calcit Kamnik W,ŠD Kamnik (Kamnik),"[]",,
Volleyball,Slovenia,GEN-I Volley NG W,Gradnikove brigade 6 (Nova Gorica),"[45.958579900000004, 13.64684075]",,
